user_id,skill_name,correct
user77,45,0
user78,45,1
user79,45,1
user80,45,1
user81,45,1
user82,45,1
user83,45,1
user84,45,1
user85,45,1
user86,45,1
user87,45,0
user88,45,1
user89,45,1
user90,45,1
user91,45,1
user92,45,1
user93,45,0
user94,45,1
user95,45,1
user96,45,1
user97,45,0
user98,45,1
user99,45,1
user100,45,1
user1,46,1
user2,46,1
user3,46,1
user4,46,1
user5,46,1
user6,46,1
user7,46,1
user8,46,1
user9,46,1
user10,46,0
user11,46,1
user12,46,1
user13,46,1
user14,46,1
user15,46,1
user16,46,1
user17,46,1
user18,46,1
user19,46,1
user20,46,1
user21,46,0
user22,46,1
user23,46,1
user24,46,0
user25,46,1
user26,46,1
user27,46,1
user28,46,0
user29,46,0
user30,46,1
user31,46,1
user32,46,0
user33,46,1
user34,46,1
user35,46,1
user36,46,0
user37,46,1
user38,46,1
user39,46,1
user40,46,1
user41,46,1
user42,46,1
user43,46,1
user44,46,1
user45,46,0
user46,46,1
user47,46,1
user48,46,1
user49,46,1
user50,46,1
user51,46,1
user52,46,1
user53,46,0
user54,46,1
user55,46,1
user56,46,1
user57,46,1
user58,46,0
user59,46,1
user60,46,1
user61,46,1
user62,46,1
user63,46,0
user64,46,1
user65,46,1
user66,46,1
user67,46,1
user68,46,1
user69,46,1
user70,46,1
user71,46,1
user72,46,1
user73,46,1
user74,46,1
user75,46,1
user76,46,1
user77,46,1
user78,46,0
user79,46,1
user80,46,1
user81,46,0
user82,46,1
user83,46,1
user84,46,1
user85,46,1
user86,46,1
user87,46,1
user88,46,1
user89,46,1
user90,46,0
user91,46,1
user92,46,1
user93,46,1
user94,46,1
user95,46,1
user96,46,0
user97,46,1
user98,46,1
user99,46,1
user100,46,1
user1,47,1
user2,47,0
user3,47,1
user4,47,0
user5,47,1
user6,47,1
user7,47,0
user8,47,1
user9,47,1
user10,47,1
user11,47,0
user12,47,1
user13,47,1
user14,47,1
user15,47,1
user16,47,1
user17,47,1
user18,47,1
user19,47,1
user20,47,1
user21,47,1
user22,47,1
user23,47,1
user24,47,1
user25,47,1
user26,47,1
user27,47,1
user28,47,1
user29,47,1
user30,47,1
user31,47,1
user32,47,1
user33,47,0
user34,47,1
user35,47,1
user36,47,1
user37,47,0
user38,47,0
user39,47,1
user40,47,1
user41,47,1
user42,47,1
user43,47,1
user44,47,0
user45,47,1
user46,47,1
user47,47,1
user48,47,1
user49,47,1
user50,47,1
user51,47,1
user52,47,1
user53,47,1
user54,47,0
user55,47,0
user56,47,1
user57,47,1
user58,47,1
user59,47,1
user60,47,0
user61,47,1
user62,47,0
user63,47,1
user64,47,1
user65,47,1
user66,47,1
user67,47,1
user68,47,1
user69,47,1
user70,47,0
user71,47,1
user72,47,1
user73,47,1
user74,47,1
user75,47,1
user76,47,1
user77,47,1
user78,47,1
user79,47,1
user80,47,1
user81,47,1
user82,47,1
user83,47,0
user84,47,1
user85,47,1
user86,47,1
user87,47,1
user88,47,1
user89,47,1
user90,47,1
user91,47,1
user92,47,1
user93,47,1
user94,47,1
user95,47,1
user96,47,1
user97,47,1
user98,47,1
user99,47,1
user100,47,0
user1,48,1
user2,48,1
user3,48,1
user4,48,1
user5,48,1
user6,48,1
user7,48,1
user8,48,1
user9,48,1
user10,48,0
user11,48,1
user12,48,1
user13,48,1
user14,48,1
user15,48,0
user16,48,1
user17,48,1
user18,48,1
user19,48,1
user20,48,1
user21,48,1
user22,48,1
user23,48,1
user24,48,1
user25,48,1
user26,48,0
user27,48,1
user28,48,1
user29,48,1
user30,48,1
user31,48,1
user32,48,1
user33,48,1
user34,48,1
user35,48,1
user36,48,1
user37,48,1
user38,48,0
user39,48,1
user40,48,0
user41,48,1
user42,48,1
user43,48,0
user44,48,1
user45,48,1
user46,48,1
user47,48,1
user48,48,1
user49,48,1
user50,48,1
user51,48,0
user52,48,1
user53,48,0
user54,48,1
user55,48,0
user56,48,1
user57,48,1
user58,48,1
user59,48,1
user60,48,0
user61,48,1
user62,48,1
user63,48,1
user64,48,1
user65,48,0
user66,48,1
user67,48,1
user68,48,0
user69,48,1
user70,48,1
user71,48,1
user72,48,1
user73,48,1
user74,48,1
user75,48,1
user76,48,1
user77,48,1
user78,48,0
user79,48,1
user80,48,1
user81,48,1
user82,48,0
user83,48,1
user84,48,1
user85,48,0
user86,48,1
user87,48,1
user88,48,1
user89,48,1
user90,48,1
user91,48,1
user92,48,1
user93,48,1
user94,48,1
user95,48,1
user96,48,1
user97,48,1
user98,48,1
user99,48,1
user100,48,1
user1,49,1
user2,49,1
user3,49,0
user4,49,1
user5,49,1
user6,49,1
user7,49,1
user8,49,1
user9,49,0
user10,49,1
user11,49,1
user12,49,1
user13,49,1
user14,49,1
user15,49,1
user16,49,1
user17,49,1
user18,49,1
user19,49,1
user20,49,1
user21,49,1
user22,49,1
user23,49,1
user24,49,1
user25,49,1
user26,49,1
user27,49,1
user28,49,0
user29,49,1
user30,49,1
user31,49,1
user32,49,1
user33,49,1
user34,49,1
user35,49,1
user36,49,0
user37,49,0
user38,49,0
user39,49,1
user40,49,1
user41,49,1
user42,49,1
user43,49,1
user44,49,1
user45,49,1
user46,49,1
user47,49,1
user48,49,1
user49,49,1
user50,49,1
user51,49,1
user52,49,1
user53,49,1
user54,49,1
user55,49,1
user56,49,1
user57,49,1
user58,49,1
user59,49,0
user60,49,1
user61,49,1
user62,49,1
user63,49,1
user64,49,1
user65,49,1
user66,49,1
user67,49,1
user68,49,1
user69,49,1
user70,49,1
user71,49,1
user72,49,1
user73,49,1
user74,49,1
user75,49,1
user76,49,1
user77,49,1
user78,49,1
user79,49,1
user80,49,1
user81,49,0
user82,49,0
user83,49,0
user84,49,1
user85,49,1
user86,49,1
user87,49,1
user88,49,0
user89,49,0
user90,49,1
user91,49,0
user92,49,1
user93,49,0
user94,49,1
user95,49,0
user96,49,1
user97,49,1
user98,49,1
user99,49,1
user100,49,1
user1,50,0
user2,50,1
user3,50,0
user4,50,1
user5,50,1
user6,50,1
user7,50,1
user8,50,1
user9,50,1
user10,50,1
user11,50,1
user12,50,0
user13,50,1
user14,50,1
user15,50,1
user16,50,1
user17,50,1
user18,50,1
user19,50,1
user20,50,1
user21,50,1
user22,50,1
user23,50,1
user24,50,1
user25,50,1
user26,50,1
user27,50,1
user28,50,1
user29,50,1
user30,50,1
user31,50,1
user32,50,1
user33,50,1
user34,50,0
user35,50,0
user36,50,1
user37,50,1
user38,50,0
user39,50,1
user40,50,1
user41,50,1
user42,50,1
user43,50,1
user44,50,1
user45,50,1
user46,50,0
user47,50,1
user48,50,1
user49,50,1
user50,50,1
user51,50,1
user52,50,1
user53,50,0
user54,50,1
user55,50,1
user56,50,0
user57,50,1
user58,50,1
user59,50,1
user60,50,1
user61,50,1
user62,50,0
user63,50,0
user64,50,1
user65,50,1
user66,50,0
user67,50,1
user68,50,1
user69,50,1
user70,50,1
user71,50,1
user72,50,1
user73,50,1
user74,50,1
user75,50,1
user76,50,0
user77,50,1
user78,50,1
user79,50,1
user80,50,1
user81,50,0
user82,50,1
user83,50,1
user84,50,1
user85,50,0
user86,50,1
user87,50,1
user88,50,1
user89,50,1
user90,50,1
user91,50,1
user92,50,1
user93,50,1
user94,50,1
user95,50,1
user96,50,1
user97,50,1
user98,50,1
user99,50,1
user100,50,1
user1,51,1
user2,51,1
user3,51,1
user4,51,1
user5,51,0
user6,51,1
user7,51,1
user8,51,1
user9,51,0
user10,51,0
user11,51,1
user12,51,1
user13,51,1
user14,51,1
user15,51,1
user16,51,1
user17,51,1
user18,51,1
user19,51,1
user20,51,1
user21,51,1
user22,51,1
user23,51,1
user24,51,1
user25,51,1
user26,51,1
user27,51,1
user28,51,1
user29,51,1
user30,51,1
user31,51,1
user32,51,1
user33,51,1
user34,51,1
user35,51,0
user36,51,1
user37,51,1
user38,51,1
user39,51,1
user40,51,1
user41,51,1
user42,51,1
user43,51,1
user44,51,1
user45,51,1
user46,51,1
user47,51,1
user48,51,1
user49,51,1
user50,51,1
user51,51,1
user52,51,0
user53,51,1
user54,51,1
user55,51,0
user56,51,1
user57,51,1
user58,51,1
user59,51,1
user60,51,1
user61,51,1
user62,51,0
user63,51,1
user64,51,1
user65,51,1
user66,51,1
user67,51,1
user68,51,1
user69,51,0
user70,51,1
user71,51,1
user72,51,0
user73,51,1
user74,51,1
user75,51,0
user76,51,1
user77,51,1
user78,51,1
user79,51,0
user80,51,0
user81,51,1
user82,51,0
user83,51,0
user84,51,1
user85,51,1
user86,51,1
user87,51,1
user88,51,1
user89,51,0
user90,51,1
user91,51,1
user92,51,1
user93,51,1
user94,51,1
user95,51,1
user96,51,1
user97,51,1
user98,51,1
user99,51,1
user100,51,1
user1,52,1
user2,52,1
user3,52,1
user4,52,1
user5,52,1
user6,52,1
user7,52,1
user8,52,1
user9,52,1
user10,52,1
user11,52,0
user12,52,0
user13,52,1
user14,52,0
user15,52,1
user16,52,1
user17,52,1
user18,52,1
user19,52,1
user20,52,1
user21,52,0
user22,52,1
user23,52,1
user24,52,1
user25,52,1
user26,52,1
user27,52,1
user28,52,0
user29,52,1
user30,52,1
user31,52,1
user32,52,1
user33,52,1
user34,52,0
user35,52,0
user36,52,1
user37,52,1
user38,52,1
user39,52,1
user40,52,1
user41,52,1
user42,52,1
user43,52,1
user44,52,0
user45,52,1
user46,52,1
user47,52,1
user48,52,0
user49,52,1
user50,52,1
user51,52,1
user52,52,1
user53,52,1
user54,52,1
user55,52,1
user56,52,0
user57,52,1
user58,52,1
user59,52,1
user60,52,1
user61,52,1
user62,52,1
user63,52,1
user64,52,1
user65,52,1
user66,52,1
user67,52,1
user68,52,1
user69,52,1
user70,52,1
user71,52,1
user72,52,1
user73,52,1
user74,52,0
user75,52,1
user76,52,1
user77,52,1
user78,52,1
user79,52,1
user80,52,1
user81,52,1
user82,52,1
user83,52,0
user84,52,1
user85,52,1
user86,52,1
user87,52,0
user88,52,1
user89,52,1
user90,52,1
user91,52,1
user92,52,1
user93,52,1
user94,52,1
user95,52,1
user96,52,0
user97,52,1
user98,52,0
user99,52,1
user100,52,1
user1,53,1
user2,53,1
user3,53,0
user4,53,1
user5,53,1
user6,53,1
user7,53,1
user8,53,1
user9,53,1
user10,53,1
user11,53,1
user12,53,1
user13,53,1
user14,53,0
user15,53,1
user16,53,1
user17,53,1
user18,53,0
user19,53,1
user20,53,1
user21,53,1
user22,53,1
user23,53,1
user24,53,0
user25,53,0
user26,53,0
user27,53,1
user28,53,1
user29,53,1
user30,53,1
user31,53,1
user32,53,1
user33,53,1
user34,53,1
user35,53,0
user36,53,1
user37,53,1
user38,53,0
user39,53,1
user40,53,1
user41,53,1
user42,53,1
user43,53,1
user44,53,1
user45,53,1
user46,53,1
user47,53,1
user48,53,1
user49,53,1
user50,53,1
user51,53,1
user52,53,1
user53,53,0
user54,53,0
user55,53,1
user56,53,1
user57,53,1
user58,53,1
user59,53,0
user60,53,1
user61,53,1
user62,53,1
user63,53,1
user64,53,1
user65,53,0
user66,53,1
user67,53,1
user68,53,1
user69,53,1
user70,53,0
user71,53,1
user72,53,1
user73,53,1
user74,53,1
user75,53,1
user76,53,0
user77,53,1
user78,53,0
user79,53,1
user80,53,1
user81,53,1
user82,53,1
user83,53,1
user84,53,1
user85,53,1
user86,53,1
user87,53,1
user88,53,1
user89,53,1
user90,53,1
user91,53,1
user92,53,1
user93,53,1
user94,53,1
user95,53,1
user96,53,1
user97,53,1
user98,53,1
user99,53,1
user100,53,1
user1,54,1
user2,54,1
user3,54,1
user4,54,1
user5,54,1
user6,54,1
user7,54,1
user8,54,1
user9,54,0
user10,54,1
user11,54,1
user12,54,1
user13,54,1
user14,54,1
user15,54,1
user16,54,1
user17,54,0
user18,54,1
user19,54,1
user20,54,1
user21,54,1
user22,54,1
user23,54,1
user24,54,1
user25,54,1
user26,54,1
user27,54,1
user28,54,0
user29,54,1
user30,54,1
user31,54,1
user32,54,1
user33,54,1
user34,54,1
user35,54,1
user36,54,0
user37,54,1
user38,54,0
user39,54,1
user40,54,1
user41,54,0
user42,54,1
user43,54,1
user44,54,0
user45,54,1
user46,54,1
user47,54,1
user48,54,1
user49,54,1
user50,54,1
user51,54,1
user52,54,1
user53,54,1
user54,54,0
user55,54,1
user56,54,1
user57,54,1
user58,54,1
user59,54,1
user60,54,1
user61,54,1
user62,54,1
user63,54,1
user64,54,1
user65,54,1
user66,54,1
user67,54,1
user68,54,1
user69,54,1
user70,54,1
user71,54,1
user72,54,1
user73,54,1
user74,54,0
user75,54,0
user76,54,1
user77,54,1
user78,54,1
user79,54,0
user80,54,1
user81,54,1
user82,54,1
user83,54,1
user84,54,1
user85,54,1
user86,54,1
user87,54,1
user88,54,1
user89,54,1
user90,54,0
user91,54,0
user92,54,1
user93,54,0
user94,54,1
user95,54,1
user96,54,1
user97,54,1
user98,54,1
user99,54,1
user100,54,0
user1,55,0
user2,55,1
user3,55,1
user4,55,0
user5,55,1
user6,55,0
user7,55,1
user8,55,1
user9,55,1
user10,55,1
user11,55,1
user12,55,1
user13,55,1
user14,55,1
user15,55,1
user16,55,0
user17,55,1
user18,55,1
user19,55,1
user20,55,0
user21,55,1
user22,55,1
user23,55,1
user24,55,1
user25,55,1
user26,55,1
user27,55,1
user28,55,1
user29,55,1
user30,55,1
user31,55,1
user32,55,1
user33,55,0
user34,55,1
user35,55,1
user36,55,1
user37,55,1
user38,55,1
user39,55,1
user40,55,1
user41,55,1
user42,55,0
user43,55,1
user44,55,1
user45,55,1
user46,55,1
user47,55,1
user48,55,0
user49,55,0
user50,55,1
user51,55,1
user52,55,0
user53,55,1
user54,55,1
user55,55,1
user56,55,1
user57,55,1
user58,55,1
user59,55,1
user60,55,1
user61,55,1
user62,55,1
user63,55,1
user64,55,1
user65,55,1
user66,55,1
user67,55,1
user68,55,1
user69,55,1
user70,55,0
user71,55,1
user72,55,1
user73,55,1
user74,55,1
user75,55,1
user76,55,1
user77,55,1
user78,55,1
user79,55,0
user80,55,1
user81,55,0
user82,55,1
user83,55,1
user84,55,1
user85,55,1
user86,55,1
user87,55,1
user88,55,1
user89,55,1
user90,55,0
user91,55,1
user92,55,0
user93,55,1
user94,55,1
user95,55,1
user96,55,1
user97,55,1
user98,55,1
user99,55,1
user100,55,1
user1,56,1
user2,56,1
user3,56,0
user4,56,1
user5,56,1
user6,56,1
user7,56,1
user8,56,1
user9,56,1
user10,56,0
user11,56,1
user12,56,1
user13,56,1
user14,56,1
user15,56,1
user16,56,1
user17,56,1
user18,56,1
user19,56,1
user20,56,1
user21,56,1
user22,56,1
user23,56,1
user24,56,1
user25,56,0
user26,56,1
user27,56,1
user28,56,1
user29,56,1
user30,56,1
user31,56,1
user32,56,1
user33,56,1
user34,56,1
user35,56,1
user36,56,1
user37,56,1
user38,56,1
user39,56,1
user40,56,0
user41,56,1
user42,56,1
user43,56,1
user44,56,0
user45,56,1
user46,56,0
user47,56,1
user48,56,0
user49,56,0
user50,56,1
user51,56,1
user52,56,1
user53,56,1
user54,56,0
user55,56,1
user56,56,1
user57,56,1
user58,56,1
user59,56,0
user60,56,1
user61,56,1
user62,56,0
user63,56,1
user64,56,0
user65,56,1
user66,56,1
user67,56,1
user68,56,1
user69,56,1
user70,56,0
user71,56,0
user72,56,1
user73,56,1
user74,56,1
user75,56,1
user76,56,1
user77,56,1
user78,56,1
user79,56,1
user80,56,1
user81,56,1
user82,56,1
user83,56,1
user84,56,1
user85,56,1
user86,56,1
user87,56,1
user88,56,1
user89,56,1
user90,56,0
user91,56,1
user92,56,1
user93,56,1
user94,56,1
user95,56,1
user96,56,1
user97,56,1
user98,56,1
user99,56,1
user100,56,1
user1,57,1
user2,57,0
user3,57,0
user4,57,1
user5,57,1
user6,57,0
user7,57,1
user8,57,0
user9,57,1
user10,57,1
user11,57,1
user12,57,0
user13,57,1
user14,57,0
user15,57,1
user16,57,1
user17,57,1
user18,57,1
user19,57,1
user20,57,1
user21,57,1
user22,57,0
user23,57,1
user24,57,0
user25,57,1
user26,57,1
user27,57,1
user28,57,1
user29,57,1
user30,57,1
user31,57,1
user32,57,1
user33,57,0
user34,57,1
user35,57,0
user36,57,1
user37,57,1
user38,57,0
user39,57,1
user40,57,1
user41,57,1
user42,57,1
user43,57,1
user44,57,0
user45,57,1
user46,57,1
user47,57,1
user48,57,1
user49,57,1
user50,57,1
user51,57,1
user52,57,1
user53,57,0
user54,57,1
user55,57,1
user56,57,1
user57,57,1
user58,57,1
user59,57,1
user60,57,1
user61,57,1
user62,57,1
user63,57,1
user64,57,1
user65,57,1
user66,57,1
user67,57,1
user68,57,1
user69,57,1
user70,57,1
user71,57,1
user72,57,1
user73,57,1
user74,57,1
user75,57,0
user76,57,1
user77,57,1
user78,57,1
user79,57,1
user80,57,1
user81,57,1
user82,57,1
user83,57,1
user84,57,1
user85,57,1
user86,57,1
user87,57,1
user88,57,0
user89,57,1
user90,57,1
user91,57,1
user92,57,1
user93,57,1
user94,57,1
user95,57,1
user96,57,1
user97,57,1
user98,57,1
user99,57,1
user100,57,1
user1,58,1
user2,58,1
user3,58,1
user4,58,1
user5,58,1
user6,58,1
user7,58,1
user8,58,1
user9,58,1
user10,58,1
user11,58,1
user12,58,1
user13,58,1
user14,58,1
user15,58,1
user16,58,1
user17,58,1
user18,58,0
user19,58,0
user20,58,1
user21,58,1
user22,58,1
user23,58,1
user24,58,1
user25,58,1
user26,58,0
user27,58,1
user28,58,1
user29,58,1
user30,58,0
user31,58,1
user32,58,1
user33,58,1
user34,58,1
user35,58,1
user36,58,1
user37,58,1
user38,58,0
user39,58,1
user40,58,1
user41,58,1
user42,58,1
user43,58,0
user44,58,1
user45,58,1
user46,58,0
user47,58,0
user48,58,1
user49,58,1
user50,58,1
user51,58,1
user52,58,1
user53,58,1
user54,58,1
user55,58,0
user56,58,1
user57,58,1
user58,58,1
user59,58,0
user60,58,1
user61,58,1
user62,58,1
user63,58,1
user64,58,1
user65,58,1
user66,58,1
user67,58,1
user68,58,1
user69,58,1
user70,58,1
user71,58,1
user72,58,1
user73,58,1
user74,58,0
user75,58,1
user76,58,0
user77,58,1
user78,58,1
user79,58,1
user80,58,1
user81,58,1
user82,58,1
user83,58,0
user84,58,1
user85,58,1
user86,58,0
user87,58,1
user88,58,1
user89,58,1
user90,58,1
user91,58,1
user92,58,1
user93,58,0
user94,58,1
user95,58,1
user96,58,1
